age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
52,unemployed,married,secondary,no,1416,no,no,cellular,13,sep,218,3,187,3,success,yes
25,student,single,secondary,no,486,no,no,cellular,13,sep,273,3,199,4,failure,yes
62,retired,married,tertiary,no,2557,yes,no,cellular,14,sep,211,1,216,7,success,yes
41,admin.,married,secondary,no,3138,no,no,cellular,14,sep,409,1,398,1,failure,yes
28,management,single,tertiary,no,1720,no,no,cellular,14,sep,230,1,91,4,success,yes
75,retired,married,primary,no,1765,no,no,telephone,14,sep,808,1,187,4,failure,yes
35,blue-collar,married,secondary,no,262,no,no,cellular,15,sep,331,1,75,6,failure,yes
49,management,married,tertiary,no,1093,yes,yes,cellular,15,sep,316,1,246,4,success,yes
39,management,married,secondary,no,76,no,no,cellular,15,sep,200,1,183,1,success,yes
72,retired,married,tertiary,no,3561,no,no,telephone,15,sep,511,3,184,7,success,yes
31,management,single,tertiary,no,3340,no,no,cellular,15,sep,213,2,469,3,success,yes
49,technician,married,tertiary,no,1071,no,no,cellular,16,sep,225,1,91,1,success,yes
61,housemaid,married,primary,no,2580,no,no,cellular,16,sep,270,3,202,7,other,yes
58,management,divorced,secondary,no,2986,no,no,cellular,16,sep,414,1,91,5,other,yes
46,management,divorced,tertiary,no,624,no,no,cellular,17,sep,336,2,183,2,success,yes
44,management,divorced,tertiary,no,2367,no,no,cellular,22,sep,263,1,184,6,success,yes
23,technician,single,secondary,no,283,yes,no,cellular,22,sep,175,1,184,2,success,yes
55,management,married,secondary,no,2693,no,no,cellular,22,sep,182,1,184,7,success,yes
32,blue-collar,single,secondary,no,2093,no,no,cellular,24,sep,224,2,444,1,failure,yes
38,services,married,secondary,no,2678,no,no,cellular,28,sep,282,2,187,1,success,yes
61,retired,married,secondary,no,11,no,no,cellular,29,sep,232,1,92,3,success,yes
28,management,single,tertiary,no,390,no,no,cellular,29,sep,845,1,232,4,success,yes
31,student,single,secondary,no,3511,no,no,cellular,6,oct,311,1,96,1,success,yes
39,management,married,tertiary,no,2939,no,no,cellular,6,oct,608,1,99,3,failure,yes
48,services,divorced,secondary,no,973,no,no,cellular,8,oct,319,1,134,2,success,yes
32,technician,single,secondary,no,491,no,no,cellular,8,oct,251,2,91,7,success,yes
48,admin.,married,secondary,no,368,no,no,cellular,8,oct,363,2,140,7,success,yes
28,management,single,secondary,no,326,no,no,cellular,11,oct,450,1,231,1,success,yes
67,retired,married,secondary,no,203,no,no,cellular,11,oct,405,1,266,2,success,yes
30,management,single,tertiary,no,502,no,no,cellular,11,oct,463,3,95,6,success,yes
33,management,single,tertiary,no,131,yes,no,cellular,12,oct,209,3,427,2,failure,yes
62,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,oct,216,1,183,4,success,yes
29,self-employed,single,tertiary,no,1579,no,no,cellular,13,oct,190,1,92,5,success,yes
26,blue-collar,single,secondary,no,2007,no,no,cellular,13,oct,194,1,92,5,success,yes
59,technician,married,secondary,no,1,no,no,cellular,14,oct,585,1,182,5,success,yes
51,management,married,tertiary,no,469,no,no,cellular,14,oct,491,1,182,3,success,yes
27,technician,single,secondary,no,643,no,no,telephone,14,oct,301,1,93,1,success,yes
47,admin.,married,secondary,no,3676,no,no,cellular,18,oct,567,1,95,3,success,yes
43,unemployed,married,tertiary,no,0,no,no,cellular,18,oct,464,1,94,2,success,yes
22,management,single,tertiary,no,104,no,yes,cellular,18,oct,509,1,185,3,success,yes
49,blue-collar,married,secondary,no,1946,no,no,cellular,19,oct,192,1,95,1,success,yes
42,management,married,secondary,no,1519,no,no,cellular,19,oct,230,1,92,1,success,yes
29,student,single,secondary,no,1925,no,no,cellular,21,oct,150,3,149,5,success,yes
52,management,married,secondary,no,335,no,no,cellular,21,oct,411,1,182,1,failure,yes
52,technician,married,secondary,no,371,yes,yes,cellular,21,oct,453,1,183,3,success,yes
37,management,married,tertiary,no,203,no,no,cellular,21,oct,759,1,90,5,success,yes
77,retired,married,secondary,no,820,no,no,telephone,21,oct,330,2,181,4,success,yes
38,management,married,tertiary,no,536,yes,no,cellular,22,oct,234,1,92,1,success,yes
47,admin.,single,secondary,no,1693,yes,no,cellular,22,oct,608,2,92,4,other,yes
63,retired,married,secondary,no,1495,no,no,cellular,25,oct,389,1,195,4,other,yes
30,management,single,tertiary,no,985,yes,no,cellular,25,oct,304,1,94,2,success,yes
74,retired,married,secondary,no,935,no,no,cellular,25,oct,400,1,173,3,success,yes
31,admin.,single,secondary,no,410,no,no,cellular,25,oct,182,1,185,1,success,yes
33,admin.,married,secondary,no,51,yes,yes,cellular,25,oct,253,1,284,3,success,yes
26,management,single,tertiary,no,222,no,no,cellular,26,oct,318,1,120,3,success,yes
47,admin.,married,secondary,no,1210,no,no,cellular,26,oct,604,1,91,4,failure,yes
54,technician,married,tertiary,no,876,no,no,cellular,27,oct,269,3,541,3,success,yes
46,technician,married,secondary,no,3308,no,no,cellular,27,oct,171,1,91,2,success,yes
24,student,single,secondary,no,822,no,no,cellular,27,oct,184,1,91,2,failure,yes
70,retired,married,secondary,no,0,no,no,cellular,27,oct,258,1,92,5,success,yes
63,entrepreneur,married,secondary,no,3904,no,no,telephone,8,nov,360,1,96,4,success,yes
38,technician,married,tertiary,no,88,no,no,cellular,8,nov,282,2,186,4,success,yes
44,entrepreneur,married,tertiary,no,121,no,no,cellular,9,nov,248,1,91,1,success,yes
52,technician,married,tertiary,no,0,no,no,cellular,9,nov,467,3,92,7,failure,yes
35,technician,married,secondary,no,0,yes,no,cellular,9,nov,524,1,96,5,success,yes
29,admin.,single,secondary,no,464,no,no,cellular,9,nov,208,2,91,3,success,yes
41,unemployed,single,tertiary,no,79,no,no,telephone,9,nov,394,1,390,2,success,yes
62,retired,married,tertiary,no,2557,yes,no,cellular,10,nov,404,1,57,8,success,yes
62,blue-collar,married,secondary,no,272,no,no,cellular,11,nov,289,1,92,3,success,yes
38,entrepreneur,single,secondary,no,2543,no,no,cellular,11,nov,357,3,93,5,success,yes
36,admin.,divorced,secondary,no,1224,yes,no,cellular,12,nov,482,1,374,1,success,yes
34,blue-collar,married,secondary,no,320,yes,no,cellular,12,nov,413,1,92,3,success,yes
60,services,married,tertiary,no,4256,yes,no,cellular,16,nov,200,1,92,4,success,yes
29,management,single,secondary,no,703,yes,no,cellular,16,nov,236,1,550,2,success,yes
32,blue-collar,married,secondary,no,136,no,no,cellular,16,nov,206,1,188,3,success,yes
75,retired,divorced,tertiary,no,3810,yes,no,cellular,16,nov,262,1,183,1,failure,yes
68,retired,married,secondary,no,1146,no,no,cellular,16,nov,212,1,187,6,success,yes
53,management,married,tertiary,no,583,no,no,cellular,17,nov,226,1,184,4,success,yes
73,retired,married,secondary,no,2850,no,no,cellular,17,nov,300,1,40,8,failure,yes
34,services,married,secondary,no,2918,no,yes,cellular,4,jun,246,1,196,2,success,yes
28,student,single,secondary,no,67,no,no,cellular,20,aug,329,3,199,2,other,yes
37,admin.,divorced,tertiary,no,4708,no,no,cellular,2,jun,238,1,181,2,success,yes
31,management,single,tertiary,no,3283,no,no,cellular,2,feb,258,1,73,1,failure,yes
33,unemployed,married,secondary,no,1211,no,no,cellular,11,feb,535,1,188,1,success,yes
30,management,single,tertiary,no,697,no,no,cellular,10,aug,179,3,102,2,success,yes
40,management,married,tertiary,no,4539,no,no,cellular,13,jul,256,3,439,1,failure,yes
28,services,single,tertiary,no,128,no,no,cellular,27,may,460,1,414,1,failure,yes
47,management,married,tertiary,no,1147,no,no,cellular,2,jun,654,1,95,1,failure,yes
37,unemployed,married,secondary,no,1978,no,no,cellular,9,sep,404,1,182,1,success,yes
32,admin.,married,secondary,no,51,yes,yes,cellular,14,jan,203,1,87,2,other,yes
57,management,married,secondary,no,2155,no,yes,cellular,10,nov,144,3,91,2,failure,yes
28,self-employed,single,tertiary,no,159,no,no,cellular,14,oct,246,2,420,2,other,yes
45,management,divorced,secondary,no,644,yes,no,cellular,19,nov,418,1,168,1,success,yes
34,admin.,married,tertiary,no,69,no,yes,cellular,4,aug,120,3,1,6,success,yes
24,management,single,tertiary,no,1506,no,no,cellular,12,jun,239,2,95,4,success,yes
30,services,single,tertiary,no,1788,no,no,cellular,4,aug,288,1,181,2,failure,yes
27,management,single,secondary,no,1187,no,no,telephone,26,feb,232,1,101,1,failure,yes
71,retired,married,tertiary,no,653,no,no,telephone,3,sep,471,1,189,1,success,yes
41,management,divorced,tertiary,no,3426,no,no,cellular,4,jun,102,2,297,3,failure,yes
29,admin.,married,tertiary,no,238,no,no,cellular,25,may,344,2,88,1,failure,yes
36,technician,single,secondary,no,27,yes,no,cellular,9,feb,631,1,260,2,success,yes
34,management,married,tertiary,no,1006,yes,no,cellular,19,nov,783,3,195,2,other,yes
55,housemaid,married,secondary,no,366,no,no,cellular,5,jun,365,3,57,2,other,yes
51,technician,married,tertiary,no,1347,yes,yes,cellular,10,feb,160,1,243,1,failure,yes
61,retired,married,tertiary,no,2557,yes,no,cellular,11,aug,139,3,190,1,success,yes
34,technician,married,secondary,no,0,yes,no,cellular,5,aug,231,2,2,3,success,yes
55,technician,married,tertiary,no,1320,no,no,cellular,28,jul,340,1,91,2,success,yes
69,retired,married,secondary,no,0,no,no,cellular,27,jul,666,1,90,4,success,yes
41,unemployed,married,secondary,no,1077,yes,yes,telephone,9,dec,207,3,387,2,failure,yes
45,admin.,divorced,primary,no,429,yes,no,cellular,22,apr,147,1,181,1,success,yes
50,technician,divorced,secondary,no,0,no,no,cellular,29,sep,159,1,120,2,failure,yes
27,blue-collar,single,tertiary,no,567,no,no,cellular,26,may,523,3,182,3,success,yes
35,technician,single,secondary,no,399,yes,no,cellular,13,may,496,2,345,3,failure,yes
27,technician,single,tertiary,no,401,no,no,cellular,6,aug,218,3,93,2,success,yes
29,self-employed,single,tertiary,no,3290,no,no,cellular,23,mar,136,1,291,2,success,yes
61,retired,married,secondary,no,938,no,no,cellular,15,jul,392,2,183,3,success,yes
44,technician,single,tertiary,no,2033,no,no,cellular,3,sep,444,1,99,1,failure,yes
46,services,married,secondary,no,4,no,no,cellular,30,apr,268,1,261,5,other,yes
33,management,single,tertiary,no,816,yes,no,cellular,11,oct,383,2,503,2,failure,yes
28,student,single,tertiary,no,0,no,no,cellular,28,sep,294,2,105,7,other,yes
33,services,married,secondary,no,1697,no,no,cellular,4,may,489,1,182,1,success,yes
36,entrepreneur,single,secondary,no,866,yes,no,cellular,11,may,629,1,173,1,failure,yes
24,services,single,secondary,no,414,yes,no,cellular,18,may,493,1,370,1,other,yes
42,entrepreneur,married,secondary,no,0,yes,no,cellular,9,apr,331,1,140,4,failure,yes
48,management,married,secondary,no,2892,no,no,cellular,7,jul,407,1,385,1,success,yes
55,management,divorced,tertiary,no,2037,no,no,cellular,2,nov,209,2,273,1,failure,yes
27,technician,single,secondary,no,2,yes,yes,cellular,6,may,554,2,356,1,failure,yes
36,entrepreneur,married,secondary,no,2971,no,no,cellular,12,nov,247,1,97,8,failure,yes
54,services,divorced,secondary,no,0,no,no,cellular,18,mar,362,1,290,3,success,yes
19,student,single,secondary,no,108,no,no,cellular,10,aug,168,1,182,2,success,yes
26,student,single,tertiary,no,294,no,no,cellular,5,mar,87,1,91,2,success,yes
42,admin.,divorced,secondary,no,527,no,yes,cellular,22,oct,181,1,185,1,success,yes
32,management,single,tertiary,no,3283,no,no,cellular,12,aug,623,2,191,2,success,yes
31,self-employed,married,tertiary,no,2666,no,no,cellular,10,nov,318,2,97,6,success,yes
53,admin.,married,secondary,no,1796,no,no,telephone,15,dec,476,1,193,1,failure,yes
60,blue-collar,married,primary,no,5,no,no,cellular,29,jan,533,1,92,1,success,yes
31,services,married,secondary,no,447,no,no,cellular,4,jun,327,3,77,3,success,yes
39,services,single,secondary,no,91,no,no,cellular,3,sep,213,1,185,1,success,yes
38,blue-collar,divorced,secondary,no,0,yes,no,cellular,21,oct,576,1,183,4,success,yes
39,blue-collar,divorced,primary,no,1317,yes,no,cellular,20,nov,543,1,170,4,other,yes
34,management,married,tertiary,no,0,yes,no,cellular,30,apr,300,1,86,1,success,yes
58,retired,divorced,primary,no,2538,yes,no,cellular,19,nov,680,2,111,6,failure,yes
34,technician,married,secondary,no,133,no,no,cellular,15,nov,401,2,187,5,success,yes
33,admin.,single,tertiary,no,146,no,no,cellular,22,oct,380,1,91,3,success,yes
47,management,single,tertiary,no,159,no,no,telephone,29,oct,220,3,155,3,other,yes
37,management,married,tertiary,no,238,no,no,cellular,3,feb,185,1,92,1,success,yes
38,management,married,tertiary,no,238,no,no,cellular,4,aug,139,1,92,3,failure,yes
38,management,married,tertiary,no,413,no,no,cellular,13,oct,252,2,183,3,success,yes
28,services,single,secondary,no,168,no,no,cellular,12,jan,387,1,194,1,other,yes
31,management,married,tertiary,no,1331,no,no,cellular,30,apr,297,1,86,3,success,yes
40,technician,married,secondary,no,2266,no,no,cellular,16,oct,447,1,147,5,failure,yes
22,unemployed,single,tertiary,no,993,no,no,cellular,28,jul,115,3,93,1,other,yes
27,blue-collar,single,secondary,no,535,no,no,cellular,13,may,159,1,87,3,success,yes
62,housemaid,married,tertiary,no,1528,no,no,cellular,15,oct,134,2,184,1,success,yes
33,admin.,married,secondary,no,-370,yes,no,cellular,7,may,261,1,345,1,failure,yes
47,housemaid,married,secondary,no,3940,yes,no,cellular,5,aug,226,3,97,2,failure,yes
43,services,married,tertiary,no,4216,no,no,cellular,24,dec,150,2,195,2,success,yes
49,services,married,primary,no,0,yes,no,cellular,6,may,445,2,166,3,failure,yes
32,admin.,single,secondary,no,131,yes,no,cellular,22,jun,522,1,183,2,success,yes
23,technician,single,secondary,no,598,no,no,cellular,11,nov,406,1,195,1,failure,yes
41,technician,married,secondary,no,1819,no,no,cellular,22,sep,397,1,371,3,failure,yes
66,management,married,secondary,no,587,no,no,cellular,12,may,457,2,392,2,success,yes
28,self-employed,single,tertiary,no,442,no,no,cellular,19,jun,474,3,95,3,other,yes
33,management,married,tertiary,no,271,yes,no,cellular,13,nov,182,2,91,2,success,yes
54,management,married,tertiary,no,1014,no,yes,cellular,30,apr,240,1,162,2,failure,yes
50,management,married,tertiary,no,2366,no,no,cellular,28,jan,816,2,149,1,other,yes
45,management,single,tertiary,no,1411,no,no,cellular,7,sep,800,2,102,3,failure,yes
31,technician,single,secondary,no,2544,no,no,cellular,15,jul,252,1,184,3,success,yes
33,technician,married,tertiary,no,1699,no,no,cellular,6,nov,178,2,94,1,success,yes
56,retired,married,secondary,no,393,no,yes,cellular,26,jul,183,1,221,2,failure,yes
35,technician,single,tertiary,no,2658,yes,no,cellular,19,aug,768,2,141,3,failure,yes
36,admin.,single,tertiary,no,994,no,no,cellular,6,may,211,1,90,6,success,yes
26,student,single,secondary,no,4613,no,no,cellular,28,may,663,3,196,2,other,yes
55,retired,divorced,secondary,no,2204,no,no,cellular,22,feb,261,1,264,1,failure,yes
42,unemployed,married,tertiary,no,576,no,no,cellular,3,jun,447,2,96,1,success,yes
40,management,single,tertiary,no,3840,yes,no,cellular,24,sep,232,2,409,2,success,yes
44,self-employed,divorced,tertiary,no,1070,yes,no,cellular,12,aug,137,2,104,3,success,yes
35,management,single,tertiary,no,80,no,no,cellular,4,sep,434,2,94,1,other,yes
46,admin.,married,secondary,no,368,no,no,cellular,20,aug,293,1,90,4,other,yes
35,unemployed,single,tertiary,no,415,no,no,cellular,4,may,164,2,89,2,success,yes
46,technician,married,secondary,no,3434,no,yes,cellular,8,jun,148,2,101,1,success,yes
32,admin.,married,secondary,no,35,no,no,cellular,17,dec,324,3,126,3,success,yes
36,management,married,tertiary,no,1133,yes,no,cellular,4,aug,293,1,181,2,other,yes
36,management,married,tertiary,no,495,no,no,cellular,5,aug,157,3,97,2,success,yes
34,admin.,married,secondary,no,2374,yes,no,cellular,9,nov,161,1,209,2,failure,yes
28,student,single,secondary,no,1925,no,no,cellular,25,may,252,1,88,4,failure,yes
23,services,single,secondary,no,279,yes,no,cellular,18,may,843,1,370,1,failure,yes
53,management,married,secondary,no,2240,yes,no,cellular,2,jun,282,2,385,1,success,yes
32,entrepreneur,married,secondary,no,390,no,no,cellular,6,sep,440,1,280,1,failure,yes
24,student,single,secondary,no,1234,no,no,cellular,21,jul,314,1,156,2,success,yes
34,management,married,tertiary,no,3047,no,no,cellular,30,apr,317,1,160,5,other,yes
56,management,married,tertiary,no,616,no,no,cellular,30,apr,225,1,83,1,success,yes
46,self-employed,single,secondary,no,526,no,no,cellular,30,apr,523,1,87,2,other,yes
60,retired,married,secondary,no,1853,no,no,cellular,10,feb,234,1,183,1,success,yes
64,management,married,tertiary,no,3951,no,no,cellular,28,jan,134,1,91,1,success,yes
31,technician,married,tertiary,no,26,no,yes,cellular,18,nov,419,1,127,6,other,yes
48,admin.,married,secondary,no,660,no,no,cellular,18,feb,318,1,561,2,success,yes
20,student,single,secondary,no,215,no,no,cellular,24,nov,325,1,95,5,success,yes
77,retired,married,primary,no,3324,no,no,cellular,13,may,289,1,91,5,success,yes
56,blue-collar,married,secondary,no,448,yes,yes,cellular,17,may,556,1,181,2,other,yes
32,technician,single,tertiary,no,1246,yes,no,cellular,30,apr,509,1,85,2,success,yes
33,management,single,tertiary,no,1271,yes,no,cellular,15,apr,636,3,330,1,failure,yes
28,student,single,tertiary,no,3054,no,no,cellular,30,apr,384,1,80,6,other,yes
51,management,married,tertiary,no,346,no,no,cellular,12,nov,134,2,192,3,failure,yes
36,management,single,tertiary,no,1379,no,no,cellular,25,may,189,1,186,1,failure,yes
49,management,married,tertiary,no,1093,yes,yes,cellular,12,jan,243,2,91,2,success,yes
39,technician,married,secondary,no,4101,yes,no,cellular,18,feb,146,2,264,1,other,yes
25,student,single,secondary,no,125,no,no,cellular,9,feb,215,1,92,2,success,yes
37,management,married,tertiary,no,1113,no,no,cellular,2,mar,229,1,182,1,success,yes
62,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,apr,103,1,182,3,success,yes
34,services,married,secondary,no,1076,no,no,cellular,12,may,152,1,182,6,success,yes
19,student,single,primary,no,608,no,no,cellular,12,may,236,1,180,2,success,yes
33,blue-collar,divorced,secondary,yes,-274,yes,yes,cellular,17,apr,715,2,329,2,failure,yes
43,admin.,married,secondary,no,132,no,no,cellular,27,may,187,2,71,1,success,yes
50,blue-collar,married,primary,no,3764,no,no,telephone,9,sep,214,2,99,4,failure,yes
37,services,married,secondary,no,4017,no,no,cellular,30,apr,665,2,196,1,success,yes
24,blue-collar,married,secondary,no,272,no,no,cellular,16,nov,105,2,94,2,success,yes
43,blue-collar,married,secondary,no,2160,no,no,cellular,8,sep,261,1,98,1,success,yes
37,management,single,tertiary,no,0,no,no,cellular,8,jun,257,2,97,1,success,yes
46,housemaid,married,primary,no,3512,no,no,cellular,30,oct,175,1,197,1,failure,yes
59,entrepreneur,married,secondary,no,496,no,no,cellular,22,oct,738,3,183,1,success,yes
34,technician,married,tertiary,no,1539,yes,no,cellular,15,jun,441,1,56,1,other,yes
74,retired,married,tertiary,no,1843,no,no,cellular,15,sep,251,2,184,3,success,yes
29,housemaid,single,tertiary,no,19,no,no,cellular,3,dec,274,1,230,1,success,yes
41,management,married,tertiary,no,254,no,no,cellular,9,jun,183,2,294,2,failure,yes
31,blue-collar,married,secondary,no,136,no,no,cellular,12,may,228,2,267,1,failure,yes
30,management,single,tertiary,no,536,no,no,cellular,14,jan,362,2,91,2,success,yes
57,management,divorced,secondary,no,854,no,no,cellular,6,oct,480,1,40,5,success,yes
58,retired,married,secondary,no,1230,no,no,cellular,20,may,420,1,87,1,failure,yes
36,management,married,tertiary,no,93,no,no,cellular,12,jul,262,2,182,7,failure,yes
34,admin.,married,tertiary,no,69,no,yes,cellular,3,aug,263,3,251,3,success,yes
27,unemployed,single,secondary,no,771,no,no,cellular,21,oct,181,1,302,3,other,yes
37,technician,married,secondary,no,480,no,no,cellular,22,oct,344,2,182,8,other,yes
30,services,single,secondary,no,-158,yes,no,cellular,12,may,426,1,370,2,failure,yes
36,management,married,tertiary,no,0,yes,no,telephone,23,oct,140,1,143,3,failure,yes
52,admin.,divorced,secondary,no,363,yes,no,cellular,21,aug,168,1,462,1,success,yes
57,admin.,married,secondary,no,403,yes,no,cellular,18,may,603,1,340,2,other,yes
30,management,married,tertiary,no,1942,yes,yes,cellular,21,nov,436,2,178,3,other,yes
39,technician,divorced,secondary,no,385,no,no,cellular,13,oct,242,1,48,2,failure,yes
34,management,married,tertiary,no,3696,no,no,cellular,8,apr,758,2,160,5,other,yes
24,technician,married,secondary,no,556,yes,no,cellular,8,feb,278,1,94,4,success,yes
59,management,married,tertiary,no,315,no,no,cellular,2,mar,591,1,176,2,failure,yes
35,student,single,secondary,no,188,yes,no,cellular,16,feb,75,3,200,5,failure,yes
29,student,single,secondary,no,67,no,no,cellular,23,feb,211,1,187,5,success,yes
30,admin.,married,secondary,no,396,yes,no,cellular,13,may,366,3,348,2,failure,yes
34,technician,single,secondary,no,2085,no,no,cellular,10,aug,356,3,182,2,success,yes
37,management,married,tertiary,no,0,no,no,cellular,15,jan,426,2,196,1,other,yes
44,blue-collar,single,primary,no,36,yes,no,cellular,15,may,551,1,371,2,failure,yes
53,management,divorced,tertiary,no,50,yes,no,cellular,15,may,669,1,337,3,failure,yes
37,management,single,tertiary,no,102,yes,no,cellular,6,may,445,1,258,2,failure,yes
32,technician,married,tertiary,no,2688,no,no,cellular,14,oct,216,1,57,1,failure,yes
32,blue-collar,married,secondary,no,889,yes,no,cellular,10,sep,185,1,99,5,success,yes
29,management,single,tertiary,no,224,yes,no,cellular,24,apr,65,2,81,3,failure,yes
24,student,single,secondary,no,1809,no,no,cellular,11,oct,165,1,95,2,success,yes
53,blue-collar,divorced,primary,no,4401,no,no,telephone,11,nov,241,1,92,1,success,yes
34,admin.,married,tertiary,no,69,no,yes,cellular,25,nov,296,1,205,2,failure,yes
21,blue-collar,married,primary,no,-172,yes,yes,cellular,15,may,409,1,361,3,failure,yes
27,blue-collar,single,tertiary,no,567,no,no,cellular,25,nov,238,2,184,1,success,yes
75,retired,married,secondary,no,291,no,no,cellular,12,aug,350,1,182,2,success,yes
50,admin.,married,secondary,no,3608,yes,no,cellular,13,nov,176,2,197,2,success,yes
49,services,married,secondary,no,202,yes,no,cellular,17,nov,651,2,104,1,failure,yes
30,admin.,single,secondary,no,3528,no,no,cellular,4,aug,250,1,92,2,failure,yes
44,blue-collar,married,primary,no,-101,yes,no,cellular,15,may,679,1,366,4,failure,yes
42,management,married,secondary,no,849,yes,no,cellular,8,oct,667,1,321,1,other,yes
29,self-employed,single,tertiary,no,1579,no,no,cellular,13,jul,178,1,181,4,success,yes
54,unemployed,married,secondary,no,1561,no,no,cellular,25,may,352,3,186,2,failure,yes
33,management,single,tertiary,no,224,no,no,cellular,23,sep,409,2,92,4,success,yes
59,admin.,married,secondary,no,3735,no,no,cellular,17,jun,243,3,91,6,success,yes
30,housemaid,single,tertiary,no,19,no,no,cellular,4,aug,139,1,92,5,success,yes
28,blue-collar,married,secondary,no,61,yes,no,cellular,4,may,226,2,319,1,success,yes
31,self-employed,married,tertiary,no,5,yes,yes,cellular,21,nov,635,1,135,2,failure,yes
49,blue-collar,married,secondary,no,1730,yes,no,cellular,4,aug,605,2,92,4,success,yes
43,unemployed,married,tertiary,no,0,no,no,cellular,16,jul,745,1,281,1,failure,yes
71,technician,married,secondary,no,3020,no,no,telephone,30,jul,304,1,270,3,failure,yes
67,retired,divorced,secondary,no,704,no,no,cellular,6,may,613,1,87,3,success,yes
45,admin.,divorced,secondary,no,2353,yes,no,cellular,5,mar,182,1,107,2,other,yes
27,technician,single,tertiary,no,2781,yes,no,cellular,24,may,168,1,389,1,failure,yes
28,management,single,tertiary,no,2725,no,no,cellular,16,jun,292,1,504,1,failure,yes
76,retired,divorced,primary,no,802,no,no,cellular,9,mar,241,1,181,5,success,yes
48,management,married,tertiary,no,2351,no,no,cellular,15,sep,150,1,105,3,success,yes
31,services,divorced,primary,no,459,yes,no,cellular,7,may,623,1,293,1,success,yes
49,admin.,married,secondary,no,3608,yes,no,cellular,30,apr,252,1,168,1,success,yes
68,retired,single,tertiary,no,2144,no,no,cellular,26,jan,708,1,96,3,success,yes
36,management,married,tertiary,no,495,no,no,cellular,11,sep,91,1,37,5,success,yes
34,technician,married,secondary,no,294,yes,no,cellular,9,dec,265,1,184,3,success,yes
46,blue-collar,married,secondary,no,640,yes,no,cellular,12,mar,215,1,182,4,success,yes
29,unemployed,single,primary,no,1374,no,no,cellular,17,nov,309,3,208,4,success,yes
23,self-employed,single,tertiary,no,780,no,no,cellular,16,sep,393,1,183,3,success,yes
37,management,married,tertiary,no,630,no,no,cellular,30,apr,315,1,87,1,success,yes
31,management,single,tertiary,no,3384,no,no,cellular,16,sep,153,1,104,2,success,yes
32,technician,married,tertiary,no,2976,yes,no,cellular,5,feb,783,1,175,5,failure,yes
60,housemaid,married,secondary,no,0,no,no,telephone,3,aug,676,2,181,5,failure,yes
44,admin.,single,secondary,no,1534,no,no,cellular,10,nov,95,1,95,3,success,yes
56,retired,married,primary,no,1947,no,no,cellular,2,mar,225,2,123,5,failure,yes
68,retired,divorced,primary,no,2027,no,no,cellular,14,sep,404,2,91,4,success,yes
53,services,divorced,secondary,no,36,yes,yes,cellular,2,jul,25,1,417,1,success,yes
24,technician,single,secondary,no,598,no,no,cellular,12,may,762,1,182,2,success,yes
57,management,married,tertiary,no,256,no,no,cellular,5,jun,304,2,91,1,success,yes
40,technician,single,tertiary,no,1646,yes,no,cellular,4,may,392,2,91,3,success,yes
22,student,single,secondary,no,71,no,no,cellular,13,jul,337,1,181,2,success,yes
40,management,married,tertiary,no,-17,yes,yes,cellular,11,may,474,1,256,1,success,yes
27,self-employed,single,tertiary,no,168,no,no,cellular,12,nov,123,1,196,1,success,yes
44,management,married,tertiary,no,1791,no,no,telephone,12,aug,201,1,182,2,success,yes
36,services,married,secondary,no,4721,no,no,cellular,9,jun,150,1,92,5,success,yes
68,retired,married,secondary,no,1146,no,no,cellular,3,mar,153,2,110,3,success,yes
36,services,married,secondary,no,618,no,no,cellular,13,jul,360,1,335,2,success,yes
32,technician,married,secondary,no,660,no,no,cellular,25,oct,226,2,490,1,failure,yes
23,student,single,secondary,no,794,no,no,cellular,26,jul,607,3,171,3,other,yes
22,self-employed,single,secondary,no,2138,no,yes,cellular,10,aug,164,1,109,2,other,yes
26,management,single,tertiary,no,222,no,no,cellular,28,jun,247,1,63,2,success,yes
41,management,married,tertiary,no,2226,no,no,cellular,7,aug,182,2,99,1,failure,yes
34,admin.,married,tertiary,no,79,yes,no,cellular,5,aug,203,1,92,5,success,yes
51,management,married,tertiary,no,346,no,no,cellular,12,feb,122,1,92,5,success,yes
47,admin.,single,secondary,no,3696,no,no,cellular,12,jul,250,2,181,4,success,yes
30,student,single,secondary,no,48,no,no,cellular,25,feb,217,1,191,2,success,yes
46,admin.,married,secondary,no,974,no,no,cellular,5,jun,174,2,80,1,success,yes
47,admin.,married,secondary,no,3676,no,no,cellular,15,jul,415,2,342,1,other,yes
29,self-employed,single,tertiary,no,3290,no,no,cellular,12,may,430,1,50,3,success,yes
37,management,married,tertiary,no,1276,no,no,cellular,16,nov,146,1,94,2,success,yes
53,management,married,tertiary,no,1624,no,no,cellular,6,aug,107,1,98,6,success,yes
53,technician,married,tertiary,no,395,no,no,cellular,29,oct,136,1,148,1,failure,yes
32,technician,married,secondary,no,484,yes,no,cellular,12,aug,668,2,463,1,success,yes
43,management,married,tertiary,no,2987,no,no,cellular,4,jun,156,1,85,3,failure,yes
61,management,single,tertiary,no,2,no,no,cellular,12,aug,131,1,114,3,failure,yes
27,technician,single,tertiary,no,1075,no,no,cellular,2,sep,529,2,184,1,success,yes
